Product URL,Product Name,Product Price,Product Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/b/ref=sxts_spks_0_0_dbb31dc2-f6c4-487f-9f15-03751dec7efa?node=21102587031&pd_rd_w=1RVb0&content-id=amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa:amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_p=dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_r=FYVM7P063K0M0ABC69VV&pd_rd_wg=2IZkY&pd_rd_r=9aedfe9d-6a72-451a-88cc-112d1c0536d3&qid=1679471011,,,,,,,,
https://www.amazon.in/gp/bestsellers/luggage/2917444031/ref=sr_bs_0_2917444031_1,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,4.0,,,,
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=ice_ac_b_dpb,Skybags Brat Black 46 Cms Casual Backpack,649,4.1,4.1,,,,
https://www.amazon.in/gp/bestsellers/computers/1375464031/ref=sr_bs_2_1375464031_1,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3,4.3,,,,
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,American,,,,
https://www.amazon.in/s/ref=sxin_16_trfob?rh=n%3A14737350031&k=bags&i=specialty-aps&srs=14737350031&pd_rd_w=5TtL7&content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee:amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=FYVM7P063K0M0ABC69VV&pd_rd_wg=Om6EO&pd_rd_r=188da1b0-1452-4d58-b3dd-a56fa29c71c1&qid=1679471011,Blue Tree 10 Ltrs ( Cms)Backpack(Bluetree_Backpacks_034_Multi Colour),288,4.0,Amazon’s,,,,
https://www.amazon.in/Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree 10 Ltrs ( Cms)Backpack(Bluetree_Backpacks_034_Multi Colour),288,4.0,4.0,,,,
https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB42QFQ?sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",324,4.2,4.2,,,,
https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),435,4.0,4.0,,,,
https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,blue tree 10 ltrs (5 Cms)Backpack(Rider01_Yellow),288,4.0,4.0,,,,
https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWTHLTF?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),435,5.0,5.0,,,,
https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Toddler/dp/B097NJV1WY?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby Cute Dog & Shark,435,4.6,4.6,,,,
https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07XJHP2C7?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (Yellow_Blue School Bag),288,4.0,4.0,,,,
https://www.amazon.in/Amazon-Brand-Solimo-so_flingyrqba_4-Gym/dp/B084DPRRRR?sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D,Amazon Brand - Solimo Polyester Duffel Gym Bag with Shoe Compartment,549,4.2,4.2,,,,
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.8,3.8,,,,
https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3,Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,949,3.9,3.9,,,,
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299,4.0,4.0,,,,
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,214,3.7,3.7,,,,
https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.7,3.7,,,,
https://www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,3.9,,,,
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",689,3.9,3.9,"Computers & Accessories
            


             ›
         


                Accessories & Peripherals
            


             ›
         


                Laptop Accessories
            


             ›
         


                Bags & Sleeves
            


             ›
         


                 Laptop Backpacks",,,Visit the Half Moon Store
https://www.amazon.in/gp/profile/amzn1.account.AE3KRARFYIYSFSCJ4J2O2CMRJ6ZA/ref=sxin_25?linkCode=oas&asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&cv_ct_pg=search&cv_ct_wn=osp-single-source-pecos-desktop&cv_ct_we=contributor-profile&pd_rd_w=6a2U0&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408:amzn1.sym.feb2b32b-0085-4665-973c-36b431684408&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=FYVM7P063K0M0ABC69VV&pd_rd_wg=Om6EO&pd_rd_r=188da1b0-1452-4d58-b3dd-a56fa29c71c1&qid=1679471011&cv_ct_cx=bags,Kuber Industries Women's Handkerchief Set (Cream),313,3.8,Written,,,,
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,473,4.3,4.3,,,,
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",398,4.1,4.1,,,,
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",799,3.9,3.9,,,,
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),599,4.0,4.0,,,,
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,"1,075",4.4,4.4,,,,
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ,ADISA Light Weight Laptop Backpack 32 Ltrs,499,4.0,4.0,,,,
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=ip4s2&content-id=amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d:amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_p=6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_r=FYVM7P063K0M0ABC69VV&pd_rd_wg=wV4EU&pd_rd_r=0c2cef21-0c59-4403-83fb-48d142ac66af&qid=1679471011,,,,bags,,,,
https://www.amazon.in/gp/help/customer/display.html?nodeId=200533820,,,,or,,,,
https://www.amazon.in/b/ref=sxts_spks_0_0_5b47f725-4fa5-48ae-98f9-662935e233b4?node=21102587031&pd_rd_w=fviaM&content-id=amzn1.sym.5b47f725-4fa5-48ae-98f9-662935e233b4:amzn1.sym.5b47f725-4fa5-48ae-98f9-662935e233b4&pf_rd_p=5b47f725-4fa5-48ae-98f9-662935e233b4&pf_rd_r=4C5RYG8C0XZC5AY6VTZB&pd_rd_wg=Ig57E&pd_rd_r=28c22ee4-3def-4597-a7c3-5a540bc9ff2d&qid=1679471027,,,,,,,,
https://www.amazon.in/gp/bestsellers/luggage/2917444031/ref=sr_bs_0_2917444031_1,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,4.0,,,,
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=ice_ac_b_dpb,Skybags Brat Black 46 Cms Casual Backpack,649,4.1,4.1,,,,
https://www.amazon.in/gp/bestsellers/computers/1375464031/ref=sr_bs_2_1375464031_1,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3,4.3,,,,
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,American,,,,
https://www.amazon.in/s/ref=sxin_16_trfob?rh=n%3A14737350031&k=bags&i=specialty-aps&srs=14737350031&pd_rd_w=Uqj7b&content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee:amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=4C5RYG8C0XZC5AY6VTZB&pd_rd_wg=sGFpS&pd_rd_r=02ad57e5-6150-4797-9830-8e39612536ef&qid=1679471027,Blue Tree 10 Ltrs ( Cms)Backpack(Bluetree_Backpacks_034_Multi Colour),288,4.0,Amazon’s,,,,
https://www.amazon.in/Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree 10 Ltrs ( Cms)Backpack(Bluetree_Backpacks_034_Multi Colour),288,4.0,4.0,,,,
https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB42QFQ?sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",324,4.2,4.2,,,,
https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),435,4.0,4.0,,,,
https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,blue tree 10 ltrs (5 Cms)Backpack(Rider01_Yellow),288,4.0,4.0,,,,
https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWTHLTF?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),435,5.0,5.0,,,,
https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Toddler/dp/B097NJV1WY?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby Cute Dog & Shark,435,4.6,4.6,,,,
https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07XJHP2C7?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (Yellow_Blue School Bag),288,4.0,4.0,,,,
https://www.amazon.in/Amazon-Brand-Solimo-so_flingyrqba_4-Gym/dp/B084DPRRRR?sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D,Amazon Brand - Solimo Polyester Duffel Gym Bag with Shoe Compartment,549,4.2,4.2,,,,
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.8,3.8,,,,
https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3,Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,949,3.9,3.9,,,,
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299,4.0,4.0,,,,
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,214,3.7,3.7,,,,
https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.7,3.7,,,,
https://www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,3.9,,,,
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",689,3.9,3.9,,,,
https://www.amazon.in/gp/profile/amzn1.account.AE3KRARFYIYSFSCJ4J2O2CMRJ6ZA/ref=sxin_25?linkCode=oas&asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&cv_ct_pg=search&cv_ct_wn=osp-single-source-pecos-desktop&cv_ct_we=contributor-profile&pd_rd_w=znBOy&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408:amzn1.sym.feb2b32b-0085-4665-973c-36b431684408&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=4C5RYG8C0XZC5AY6VTZB&pd_rd_wg=sGFpS&pd_rd_r=02ad57e5-6150-4797-9830-8e39612536ef&qid=1679471027&cv_ct_cx=bags,Kuber Industries Women's Handkerchief Set (Cream),313,3.8,Written,,,,
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,473,4.3,4.3,,,,
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",398,4.1,4.1,,,,
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",799,3.9,3.9,,,,
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),599,4.0,4.0,,,,
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,"1,075",4.4,4.4,,,,
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ,ADISA Light Weight Laptop Backpack 32 Ltrs,499,4.0,4.0,"Computers & Accessories
            


             ›
         


                Accessories & Peripherals
            


             ›
         


                Laptop Accessories
            


             ›
         


                Bags & Sleeves
            


             ›
         


                 Laptop Backpacks",,,Visit the ADISA Store
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=hIjwu&content-id=amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d:amzn1.sym.6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_p=6705d6dc-26d1-4cee-9638-634bef10528d&pf_rd_r=4C5RYG8C0XZC5AY6VTZB&pd_rd_wg=39Ssc&pd_rd_r=a702b5bf-6857-4b96-8038-cb9e387ab07a&qid=1679471027,,,,bags,,,,
https://www.amazon.in/gp/help/customer/display.html?nodeId=200533820,,,,or,,,,
https://www.amazon.in/b/ref=sxts_spks_0_0_dbb31dc2-f6c4-487f-9f15-03751dec7efa?node=21102587031&pd_rd_w=bfv6g&content-id=amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa:amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_p=dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_r=4PD8ZXSVD9B3GJHTFWXC&pd_rd_wg=GD0uF&pd_rd_r=758a0afd-5214-4a53-9ba0-ee4d106dc0cc&qid=1679471042,,,,,,,,
https://www.amazon.in/gp/bestsellers/luggage/2917444031/ref=sr_bs_0_2917444031_1,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,4.0,,,,
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=ice_ac_b_dpb,Skybags Brat Black 46 Cms Casual Backpack,649,4.1,4.1,,,,
https://www.amazon.in/gp/bestsellers/computers/1375464031/ref=sr_bs_2_1375464031_1,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3,4.3,,,,
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,American,,,,
https://www.amazon.in/s/ref=sxin_16_trfob?rh=n%3A14737350031&k=bags&i=specialty-aps&srs=14737350031&pd_rd_w=77kKl&content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee:amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=4PD8ZXSVD9B3GJHTFWXC&pd_rd_wg=8L5cl&pd_rd_r=6a61674d-04df-49ef-aba8-31e3bdac3d47&qid=1679471042,Blue Tree 10 Ltrs ( Cms)Backpack(Bluetree_Backpacks_034_Multi Colour),288,4.0,Amazon’s,,,,
https://www.amazon.in/Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree 10 Ltrs ( Cms)Backpack(Bluetree_Backpacks_034_Multi Colour),288,4.0,4.0,,,,
https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB42QFQ?sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",324,4.2,4.2,,,,
https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),435,4.0,4.0,,,,
https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,blue tree 10 ltrs (5 Cms)Backpack(Rider01_Yellow),288,4.0,4.0,,,,
https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWTHLTF?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),435,5.0,5.0,,,,
https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Toddler/dp/B097NJV1WY?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby Cute Dog & Shark,435,4.6,4.6,,,,
https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07XJHP2C7?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (Yellow_Blue School Bag),288,4.0,4.0,,,,
https://www.amazon.in/Amazon-Brand-Solimo-so_flingyrqba_4-Gym/dp/B084DPRRRR?sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D,Amazon Brand - Solimo Polyester Duffel Gym Bag with Shoe Compartment,549,4.2,4.2,,,,
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.8,3.8,,,,
https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3,Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,949,3.9,3.9,,,,
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299,4.0,4.0,,,,
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,214,3.7,3.7,,,,
https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.7,3.7,,,,
https://www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,3.9,,,,
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",689,3.9,3.9,,,,
https://www.amazon.in/gp/profile/amzn1.account.AE3KRARFYIYSFSCJ4J2O2CMRJ6ZA/ref=sxin_25?linkCode=oas&asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&cv_ct_pg=search&cv_ct_wn=osp-single-source-pecos-desktop&cv_ct_we=contributor-profile&pd_rd_w=GIxDt&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408:amzn1.sym.feb2b32b-0085-4665-973c-36b431684408&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=4PD8ZXSVD9B3GJHTFWXC&pd_rd_wg=8L5cl&pd_rd_r=6a61674d-04df-49ef-aba8-31e3bdac3d47&qid=1679471042&cv_ct_cx=bags,Kuber Industries Women's Handkerchief Set (Cream),313,3.8,Written,,,,
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,473,4.3,4.3,,,,
